profil,date,conso_ref
P015,2019-08-14,0.60357475
P015,2019-08-15,0.30598639
P015,2019-08-16,0.60476656
P015,2019-08-17,0.31348941
P015,2019-08-18,0.3172666
P015,2019-08-19,0.61688611
P015,2019-08-20,0.62099989
P015,2019-08-21,0.62515024
P015,2019-08-22,0.62933695
P015,2019-08-23,0.63355974
P015,2019-08-24,0.34028307
P015,2019-08-25,0.34417697
P015,2019-08-26,0.64644195
P015,2019-08-27,0.65080634
P015,2019-08-28,0.65520537
P015,2019-08-29,0.65963873
P015,2019-08-30,0.66410609
P015,2019-08-31,0.37062201
P015,2019-09-01,0.37601904
P015,2019-09-02,0.67907836
P015,2019-09-03,0.68977141
P015,2019-09-04,0.70049664
P015,2019-09-05,0.71125364
P015,2019-09-06,0.72157331
P015,2019-09-07,0.43168723
P015,2019-09-08,0.44074058
P015,2019-09-09,0.75412248
P015,2019-09-10,0.7650321
P015,2019-09-11,0.77597094
P015,2019-09-12,0.78646981
P015,2019-09-13,0.79793438
P015,2019-09-14,0.49822945
P015,2019-09-15,0.50819964
P015,2019-09-16,0.82753254
P015,2019-09-17,0.83508239
P015,2019-09-18,0.84312677
P015,2019-09-19,0.85072774
P015,2019-09-20,0.85835349
P015,2019-09-21,0.54447198
P015,2019-09-22,0.55055688
P015,2019-09-23,0.8813741
P015,2019-09-24,0.88956233
P015,2019-09-25,0.8968352
P015,2019-09-26,0.90506702000000006
P015,2019-09-27,0.91238236
P015,2019-09-28,0.58769307
P015,2019-09-29,0.59343481
P015,2019-09-30,0.93585452
P015,2019-10-01,0.94418535
P015,2019-10-02,0.95159681
P015,2019-10-03,0.95996317
P015,2019-10-04,0.9678777
P015,2019-10-05,0.63053474
P015,2019-10-06,0.63674485
P015,2019-10-07,0.99124784
P015,2019-10-08,0.99922387
P015,2019-10-09,1.00721378
P015,2019-10-10,1.01521694
P015,2019-10-11,1.02323276
P015,2019-10-12,0.67414112
P015,2019-10-13,0.68039384
P015,2019-10-14,1.04735003
P015,2019-10-15,1.05587907
P015,2019-10-16,1.063949
P015,2019-10-17,1.07202793
P015,2019-10-18,1.08011524
P015,2019-10-19,0.71882916
P015,2019-10-20,0.72511078
P015,2019-10-21,1.10535885
P015,2019-10-22,1.11394237
P015,2019-10-23,1.12253127
P015,2019-10-24,1.13065623
P015,2019-10-25,1.1392541
P015,2019-10-26,0.76491556
P015,2019-10-27,0.77162483
P015,2019-10-28,1.16506701
P015,2019-10-29,1.17367583
P015,2019-10-30,1.18228596
P015,2019-10-31,1.19136555
P015,2019-11-01,0.80600734
P015,2019-11-02,0.81271946
P015,2019-11-03,0.81943118
P015,2019-11-04,1.22674301
P015,2019-11-05,1.23581819
P015,2019-11-06,1.24442219
P015,2019-11-07,1.25349194
P015,2019-11-08,1.26255822
P015,2019-11-09,0.86174082
P015,2019-11-10,0.86844306
P015,2019-11-11,0.87555532
P015,2019-11-12,1.29831042
P015,2019-11-13,1.30688357
P015,2019-11-14,1.31638793
P015,2019-11-15,1.32541693
P015,2019-11-16,0.91025128
P015,2019-11-17,0.91734587
P015,2019-11-18,1.35105395
P015,2019-11-19,1.36052118
P015,2019-11-20,1.36857373
P015,2019-11-21,1.37708614
P015,2019-11-22,1.38558936
P015,2019-11-23,0.95818339
P015,2019-11-24,0.96442507
P015,2019-11-25,1.41057229
P015,2019-11-26,1.41903594
P015,2019-11-27,1.42702037
P015,2019-11-28,1.43499408
P015,2019-11-29,1.44248815
P015,2019-11-30,1.00136245
P015,2019-12-01,1.00715753
P015,2019-12-02,1.46490326
P015,2019-12-03,1.47235216
P015,2019-12-04,1.47932078
P015,2019-12-05,1.48674649
P015,2019-12-06,1.4932231
P015,2019-12-07,1.0397557
P015,2019-12-08,1.04468904
P015,2019-12-09,1.51211418
P015,2019-12-10,1.51854421
P015,2019-12-11,1.52402531
P015,2019-12-12,1.52996373
P015,2019-12-13,1.53542219
P015,2019-12-14,1.07088007
P015,2019-12-15,1.07454019
P015,2019-12-16,1.55079446
P015,2019-12-17,1.55574117
P015,2019-12-18,1.55974032
P015,2019-12-19,1.56419838
P015,2019-12-20,1.56817825
P015,2019-12-21,1.09351685
P015,2019-12-22,1.09632112
P015,2019-12-23,1.57912763
P015,2019-12-24,1.58213634
P015,2019-12-25,1.10265083
P015,2019-12-26,1.58860131
P015,2019-12-27,1.59159
P015,2019-12-28,1.10771622
P015,2019-12-29,1.10926243
P015,2019-12-30,1.59771354
P015,2019-12-31,1.59974697
P015,2020-01-01,1.11142259
P015,2020-01-02,1.59984144
P015,2020-01-03,1.59973975
P015,2020-01-04,1.11086886
P015,2020-01-05,1.11086333
P015,2020-01-06,1.59876319
P015,2020-01-07,1.59789138
P015,2020-01-08,1.59705409
P015,2020-01-09,1.59624854
P015,2020-01-10,1.59547201
P015,2020-01-11,1.10622554
P015,2020-01-12,1.1054979
P015,2020-01-13,1.59188435
P015,2020-01-14,1.59072946
P015,2020-01-15,1.58959105
P015,2020-01-16,1.5879981
P015,2020-01-17,1.58641706
P015,2020-01-18,1.09717655
P015,2020-01-19,1.09525805
P015,2020-01-20,1.58172396
P015,2020-01-21,1.57970067
P015,2020-01-22,1.57767899
P015,2020-01-23,1.57565704
P015,2020-01-24,1.57410171
P015,2020-01-25,1.0850062
P015,2020-01-26,1.0830872
P015,2020-01-27,1.5679996
P015,2020-01-28,1.56595007
P015,2020-01-29,1.56342145
P015,2020-01-30,1.56181839
P015,2020-01-31,1.55926461
P015,2020-02-01,1.07065422
P015,2020-02-02,1.06910971
P015,2020-02-03,1.55244731
P015,2020-02-04,1.55029569
P015,2020-02-05,1.54812436
P015,2020-02-06,1.54499474
P015,2020-02-07,1.5427806
P015,2020-02-08,1.05594648
P015,2020-02-09,1.05351073
P015,2020-02-10,1.53505888
P015,2020-02-11,1.532747
P015,2020-02-12,1.5299397
P015,2020-02-13,1.52710488
P015,2020-02-14,1.52471049
P015,2020-02-15,1.03946659
P015,2020-02-16,1.03694271
P015,2020-02-17,1.51641302
P015,2020-02-18,1.51342984
P015,2020-02-19,1.50994639
P015,2020-02-20,1.5073683
P015,2020-02-21,1.50428893
P015,2020-02-22,1.02149752
P015,2020-02-23,1.01887081
P015,2020-02-24,1.49438229
P015,2020-02-25,1.49116844
P015,2020-02-26,1.48745138
P015,2020-02-27,1.48416826
P015,2020-02-28,1.48038142
P015,2020-02-29,1.00277943
P015,2020-03-01,1.00127802
P015,2020-03-02,1.47208983
P015,2020-03-03,1.46816112
P015,2020-03-04,1.46419666
P015,2020-03-05,1.46019637
P015,2020-03-06,1.45522282
P015,2020-03-07,0.98161876
P015,2020-03-08,0.97752886
P015,2020-03-09,1.44243081
P015,2020-03-10,1.43731416
P015,2020-03-11,1.43263067
P015,2020-03-12,1.42791174
P015,2020-03-13,1.42268884
P015,2020-03-14,0.95388331
P015,2020-03-15,0.95009199
P015,2020-03-16,1.40634176
P015,2020-03-17,1.40097987
P015,2020-03-18,1.39511516
P015,2020-03-19,1.38921664
P015,2020-03-20,1.38281592
P015,2020-03-21,0.92206746
P015,2020-03-22,0.91734312
P015,2020-03-23,1.36435378
P015,2020-03-24,1.35782273
P015,2020-03-25,1.35079139
P015,2020-03-26,1.34419761
P015,2020-03-27,1.33757315
P015,2020-03-28,0.88539337
P015,2020-03-29,0.87974455
P015,2020-03-30,1.3161143
P015,2020-03-31,1.30890326
P015,2020-04-01,1.29025106
P015,2020-04-02,1.28250952
P015,2020-04-03,1.27524828
P015,2020-04-04,0.83064856
P015,2020-04-05,0.82476579
P015,2020-04-06,1.25238841
P015,2020-04-07,1.24446622
P015,2020-04-08,1.23705077
P015,2020-04-09,1.22949501
P015,2020-04-10,1.22221827
P015,2020-04-11,0.79021557
P015,2020-04-12,0.78430192
P015,2020-04-13,0.77871306
P015,2020-04-14,1.19304691
P015,2020-04-15,1.18545512
P015,2020-04-16,1.17817974
P015,2020-04-17,1.17157304
P015,2020-04-18,0.75209553
P015,2020-04-19,0.7469586
P015,2020-04-20,1.15043366
P015,2020-04-21,1.14347562
P015,2020-04-22,1.1370158400000001
P015,2020-04-23,1.13004786
P015,2020-04-24,1.12295824
P015,2020-04-25,0.71656007
P015,2020-04-26,0.71171649
P015,2020-04-27,1.10223813
P015,2020-04-28,1.09561791
P015,2020-04-29,1.08906735
P015,2020-04-30,1.08212888
P015,2020-05-01,0.68698055
P015,2020-05-02,0.68167574
P015,2020-05-03,0.67673795
P015,2020-05-04,1.05396498
P015,2020-05-05,1.04724012
P015,2020-05-06,1.04036028
P015,2020-05-07,1.03303828
P015,2020-05-08,0.65105179
P015,2020-05-09,0.6458281
P015,2020-05-10,0.64036825
P015,2020-05-11,1.0046786
P015,2020-05-12,0.99786808
P015,2020-05-13,0.99097906
P015,2020-05-14,0.98427223
P015,2020-05-15,0.97713001
P015,2020-05-16,0.61009318
P015,2020-05-17,0.60487728
P015,2020-05-18,0.95626851
P015,2020-05-19,0.9494203
P015,2020-05-20,0.9423847
P015,2020-05-21,0.5814825
P015,2020-05-22,0.92122995
P015,2020-05-23,0.56210504
P015,2020-05-24,0.55289339
P015,2020-05-25,0.88795075
P015,2020-05-26,0.87680177
P015,2020-05-27,0.86879782
P015,2020-05-28,0.86200828
P015,2020-05-29,0.85570134
P015,2020-05-30,0.51290583
P015,2020-05-31,0.50783153
P015,2020-06-01,0.50276403
P015,2020-06-02,0.82920504
P015,2020-06-03,0.82297223
P015,2020-06-04,0.81628642
P015,2020-06-05,0.81008812
P015,2020-06-06,0.47919316
P015,2020-06-07,0.47417317
P015,2020-06-08,0.79113561
P015,2020-06-09,0.78548428
P015,2020-06-10,0.778914
P015,2020-06-11,0.77283515
P015,2020-06-12,0.76677845
P015,2020-06-13,0.44673235
P015,2020-06-14,0.44219477
P015,2020-06-15,0.7546187
P015,2020-06-16,0.75247732
P015,2020-06-17,0.75036105
P015,2020-06-18,0.74827047
P015,2020-06-19,0.74620612
P015,2020-06-20,0.42859921
P015,2020-06-21,0.42745547
P015,2020-06-22,0.74017592
P015,2020-06-23,0.73822188
P015,2020-06-24,0.7362967
P015,2020-06-25,0.73440087
P015,2020-06-26,0.73253488
P015,2020-06-27,0.42086949
P015,2020-06-28,0.41981999
P015,2020-06-29,0.72712054
P015,2020-06-30,0.72537847
P015,2020-07-01,0.72366846
P015,2020-07-02,0.72199093
P015,2020-07-03,0.72034627
P015,2020-07-04,0.41383061
P015,2020-07-05,0.41288539
P015,2020-07-06,0.71561338
P015,2020-07-07,0.71410399
P015,2020-07-08,0.71262929
P015,2020-07-09,0.7111896
P015,2020-07-10,0.70978524
P015,2020-07-11,0.40754725
P015,2020-07-12,0.40671446
P015,2020-07-13,0.70578708
P015,2020-07-14,0.40509883
P015,2020-07-15,0.70330344
P015,2020-07-16,0.69937056
P015,2020-07-17,0.69547485
P015,2020-07-18,0.39383153
P015,2020-07-19,0.39037099
P015,2020-07-20,0.68401269
P015,2020-07-21,0.68026757
P015,2020-07-22,0.67656053
P015,2020-07-23,0.67289172
P015,2020-07-24,0.66926125
P015,2020-07-25,0.36997416
P015,2020-07-26,0.36663634
P015,2020-07-27,0.65860104
P015,2020-07-28,0.65512501
P015,2020-07-29,0.65168778
P015,2020-07-30,0.64828941
P015,2020-07-31,0.64492992
P015,2020-08-01,0.35013799
P015,2020-08-02,0.34692493
P015,2020-08-03,0.63823986
P015,2020-08-04,0.63503605
P015,2020-08-05,0.63187111
P015,2020-08-06,0.62874502
P015,2020-08-07,0.62565771
P015,2020-08-08,0.32802127
P015,2020-08-09,0.32493292
P015,2020-08-10,0.61662773
P015,2020-08-11,0.61369474
P015,2020-08-12,0.61080007
P015,2020-08-13,0.60794359
P015,2020-08-14,0.60512514
P015,2020-08-15,0.30677237
P015,2020-08-16,0.3105249
P015,2020-08-17,0.61033297
P015,2020-08-18,0.61438327
P015,2020-08-19,0.61847069
P015,2020-08-20,0.62259503
P015,2020-08-21,0.62675605
P015,2020-08-22,0.33339855
P015,2020-08-23,0.33726961
P015,2020-08-24,0.63945671
P015,2020-08-25,0.6437619
P015,2020-08-26,0.64810245
P015,2020-08-27,0.65247805
P015,2020-08-28,0.65688838
P015,2020-08-29,0.36083751
P015,2020-08-30,0.36482111
P015,2020-08-31,0.67032453
P015,2020-09-01,0.67130707
P015,2020-09-02,0.68082269
P015,2020-09-03,0.69154321
P015,2020-09-04,0.70229599
P015,2020-09-05,0.4142719
P015,2020-09-06,0.42332021
P015,2020-09-07,0.73427392
P015,2020-09-08,0.74468174
P015,2020-09-09,0.75605957
P015,2020-09-10,0.76699722
P015,2020-09-11,0.77796415
P015,2020-09-12,0.47996889
P015,2020-09-13,0.48993933
P015,2020-09-14,0.81103599
P015,2020-09-15,0.82258527
P015,2020-09-16,0.82965821
P015,2020-09-17,0.83722745
P015,2020-09-18,0.84529249
P015,2020-09-19,0.53370247
P015,2020-09-20,0.53523746
P015,2020-09-21,0.85914104
P015,2020-09-22,0.86481122
P015,2020-09-23,0.87144571
P015,2020-09-24,0.87875547
P015,2020-09-25,0.88613662
P015,2020-09-26,0.56292477
P015,2020-09-27,0.56829807
P015,2020-09-28,0.90751034
P015,2020-09-29,0.91459396
P015,2020-09-30,0.92135936
P015,2020-10-01,0.92924963
P015,2020-10-02,0.9368043
P015,2020-10-03,0.60220328
P015,2020-10-04,0.60765325
P015,2020-10-05,0.95923029
P015,2020-10-06,0.96666339
P015,2020-10-07,0.97391972
P015,2020-10-08,0.98205986
P015,2020-10-09,0.99030321
P015,2020-10-10,0.64373764
P015,2020-10-11,0.65030627
P015,2020-10-12,1.01439592
P015,2020-10-13,1.02238738
P015,2020-10-14,1.0308661
P015,2020-10-15,1.03943774
P015,2020-10-16,1.04831105
P015,2020-10-17,0.68976415
P015,2020-10-18,0.69682987
P015,2020-10-19,1.07446989
P015,2020-10-20,1.08241903
P015,2020-10-21,1.09077882
P015,2020-10-22,1.10003365
P015,2020-10-23,1.10908788
P015,2020-10-24,0.73797191
P015,2020-10-25,0.74489833
P015,2020-10-26,1.13557441
P015,2020-10-27,1.14441467
P015,2020-10-28,1.15278696
P015,2020-10-29,1.16223203
P015,2020-10-30,1.17135832
P015,2020-10-31,0.78699024
P015,2020-11-01,0.79406808
P015,2020-11-02,1.19859779
P015,2020-11-03,1.20768434
P015,2020-11-04,1.21577199
P015,2020-11-05,1.22537422
P015,2020-11-06,1.23410277
P015,2020-11-07,0.83605723
P015,2020-11-08,0.84340622
P015,2020-11-09,1.26101954
P015,2020-11-10,1.26980218
P015,2020-11-11,0.86302752
P015,2020-11-12,1.28693703
P015,2020-11-13,1.2959224
P015,2020-11-14,0.88371805
P015,2020-11-15,0.89060413
P015,2020-11-16,1.32142727
P015,2020-11-17,1.32948481
P015,2020-11-18,1.33773911
P015,2020-11-19,1.34570428
P015,2020-11-20,1.35418404
P015,2020-11-21,0.92790781
P015,2020-11-22,0.93398222
P015,2020-11-23,1.37710956
P015,2020-11-24,1.38448762
P015,2020-11-25,1.39171933
P015,2020-11-26,1.39899906
P015,2020-11-27,1.40668181
P015,2020-11-28,0.9675113
P015,2020-11-29,0.97264599
P015,2020-11-30,1.42731829
P015,2020-12-01,1.43362201
P015,2020-12-02,1.43976018
P015,2020-12-03,1.44682864
P015,2020-12-04,1.45346864
P015,2020-12-05,1.00134424
P015,2020-12-06,1.00537529
P015,2020-12-07,1.47103175
P015,2020-12-08,1.4764166
P015,2020-12-09,1.48152356
P015,2020-12-10,1.48716735
P015,2020-12-11,1.493048
P015,2020-12-12,1.02989615
P015,2020-12-13,1.03347088
P015,2020-12-14,1.50801308
P015,2020-12-15,1.51279379
P015,2020-12-16,1.51666403
P015,2020-12-17,1.52229434
P015,2020-12-18,1.52693743
P015,2020-12-19,1.05412251
P015,2020-12-20,1.05666689
P015,2020-12-21,1.53982181
P015,2020-12-22,1.54298172
P015,2020-12-23,1.54721677
P015,2020-12-24,1.55151083
P015,2020-12-25,1.07108234
P015,2020-12-26,1.07371782
P015,2020-12-27,1.07620262
P015,2020-12-28,1.56577762
P015,2020-12-29,1.56847299
P015,2020-12-30,1.57188324
P015,2020-12-31,1.57486879
P015,2021-01-01,1.08693437
P015,2021-01-02,1.08793562
P015,2021-01-03,1.08975889
P015,2021-01-04,1.5803179
P015,2021-01-05,1.58090805
P015,2021-01-06,1.58178916
P015,2021-01-07,1.58368316
P015,2021-01-08,1.58474565
P015,2021-01-09,1.09619798
P015,2021-01-10,1.09745594
P015,2021-01-11,1.58752261
P015,2021-01-12,1.58842483
P015,2021-01-13,1.58953694
P015,2021-01-14,1.5904802
P015,2021-01-15,1.59131679
P015,2021-01-16,1.10296991
P015,2021-01-17,1.10377402
P015,2021-01-18,1.5934646
P015,2021-01-19,1.594069
P015,2021-01-20,1.59456637
P015,2021-01-21,1.59504868
P015,2021-01-22,1.59542836
P015,2021-01-23,1.10711452
P015,2021-01-24,1.10707802
P015,2021-01-25,1.59548888
P015,2021-01-26,1.59596281
P015,2021-01-27,1.59633537
P015,2021-01-28,1.59582901
P015,2021-01-29,1.59514211
P015,2021-01-30,1.10687111
P015,2021-01-31,1.10672937
P015,2021-02-01,1.59338981
P015,2021-02-02,1.59267163
P015,2021-02-03,1.59213516
P015,2021-02-04,1.59076144
P015,2021-02-05,1.58905435
P015,2021-02-06,1.10143533
P015,2021-02-07,1.10010288
P015,2021-02-08,1.58432268
P015,2021-02-09,1.58304278
P015,2021-02-10,1.58180623
P015,2021-02-11,1.57911777
P015,2021-02-12,1.5760364
P015,2021-02-13,1.08878868
P015,2021-02-14,1.0865666
P015,2021-02-15,1.56788924
P015,2021-02-16,1.56542002
P015,2021-02-17,1.56252545
P015,2021-02-18,1.55863476
P015,2021-02-19,1.55449915
P015,2021-02-20,1.06905565
P015,2021-02-21,1.06562433
P015,2021-02-22,1.5426657
P015,2021-02-23,1.53869367
P015,2021-02-24,1.53461338
P015,2021-02-25,1.5295823
P015,2021-02-26,1.52450087
P015,2021-02-27,1.04177018
P015,2021-02-28,1.03713799
P015,2021-03-01,1.50800075
P015,2021-03-02,1.50343002
P015,2021-03-03,1.4975372
P015,2021-03-04,1.49146998
P015,2021-03-05,1.48471604
P015,2021-03-06,1.00718687
P015,2021-03-07,1.00115673
P015,2021-03-08,1.46611057
P015,2021-03-09,1.4594168
P015,2021-03-10,1.45320439
P015,2021-03-11,1.44606071
P015,2021-03-12,1.43964175
P015,2021-03-13,0.96681637
P015,2021-03-14,0.96089308
P015,2021-03-15,1.41760108
P015,2021-03-16,1.41051366
P015,2021-03-17,1.40296843
P015,2021-03-18,1.39532768
P015,2021-03-19,1.38780018
P015,2021-03-20,0.92380062
P015,2021-03-21,0.91699516
P015,2021-03-22,1.36530119
P015,2021-03-23,1.35749473
P015,2021-03-24,1.3490186
P015,2021-03-25,1.34181112
P015,2021-03-26,1.33397735
P015,2021-03-27,0.87887158
P015,2021-03-28,0.87252619
P015,2021-03-29,1.31064376
P015,2021-03-30,1.30301518
P015,2021-03-31,1.29464548
P015,2021-04-01,1.28612373
P015,2021-04-02,1.27841709
P015,2021-04-03,0.8338848
P015,2021-04-04,0.82766188
P015,2021-04-05,0.82180074
P015,2021-04-06,1.2476749600000001
P015,2021-04-07,1.23978254
P015,2021-04-08,1.23286197
P015,2021-04-09,1.22533252
P015,2021-04-10,0.79250031
P015,2021-04-11,0.78738413
P015,2021-04-12,1.20335128
P015,2021-04-13,1.19581208
P015,2021-04-14,1.18864948
P015,2021-04-15,1.18124271
P015,2021-04-16,1.17399565
P015,2021-04-17,0.75449381
P015,2021-04-18,0.74933153
P015,2021-04-19,1.15335508
P015,2021-04-20,1.14627084
P015,2021-04-21,1.13939063
P015,2021-04-22,1.13300919
P015,2021-04-23,1.12607391
P015,2021-04-24,0.71917344
P015,2021-04-25,0.71405272
P015,2021-04-26,1.10530409
P015,2021-04-27,1.09849104
P015,2021-04-28,1.09192547
P015,2021-04-29,1.08527577
P015,2021-04-30,1.07836741
P015,2021-05-01,0.68462682
P015,2021-05-02,0.67934427
P015,2021-05-03,1.05737022
P015,2021-05-04,1.05058832
P015,2021-05-05,1.04392053
P015,2021-05-06,1.03676222
P015,2021-05-07,1.02946777
P015,2021-05-08,0.64884476
P015,2021-05-09,0.64364121
P015,2021-05-10,1.0081233
P015,2021-05-11,1.00123461
P015,2021-05-12,0.99446881
P015,2021-05-13,0.62316744
P015,2021-05-14,0.98088982
P015,2021-05-15,0.61297018
P015,2021-05-16,0.6080327
P015,2021-05-17,0.95998947
P015,2021-05-18,0.95299135
P015,2021-05-19,0.94616733
P015,2021-05-20,0.93911468
P015,2021-05-21,0.92964402
P015,2021-05-22,0.56964897
P015,2021-05-23,0.56037189
P015,2021-05-24,0.55112073
P015,2021-05-25,0.88492718
P015,2021-05-26,0.87373671
P015,2021-05-27,0.8657385
P015,2021-05-28,0.85897287
P015,2021-05-29,0.51616261
P015,2021-05-30,0.51109972
P015,2021-05-31,0.83922295
P015,2021-06-01,0.83251217
P015,2021-06-02,0.82628514
P015,2021-06-03,0.82007427
P015,2021-06-04,0.81341201
P015,2021-06-05,0.48210487
P015,2021-06-06,0.47750576
P015,2021-06-07,0.79446963
P015,2021-06-08,0.78834976
P015,2021-06-09,0.78271833
P015,2021-06-10,0.77617119
P015,2021-06-11,0.77011375
P015,2021-06-12,0.44969155
P015,2021-06-13,0.44515926
P015,2021-06-14,0.75371264
P015,2021-06-15,0.75196144
P015,2021-06-16,0.7498276
P015,2021-06-17,0.74771879
P015,2021-06-18,0.74563556
P015,2021-06-19,0.42824218
P015,2021-06-20,0.42708997
P015,2021-06-21,0.73954494
P015,2021-06-22,0.73756952
P015,2021-06-23,0.73562236
P015,2021-06-24,0.73370396
P015,2021-06-25,0.73181481
P015,2021-06-26,0.42044734
P015,2021-06-27,0.41938747
P015,2021-06-28,0.72632759
P015,2021-06-29,0.72456012
P015,2021-06-30,0.72282417
P015,2021-07-01,0.72112018
P015,2021-07-02,0.71944856
P015,2021-07-03,0.41333066
P015,2021-07-04,0.41237338
P015,2021-07-05,0.71463179
P015,2021-07-06,0.71309348
P015,2021-07-07,0.7115894
P015,2021-07-08,0.71011989
P015,2021-07-09,0.70868527
P015,2021-07-10,0.40695843
P015,2021-07-11,0.40611214
P015,2021-07-12,0.70459383
P015,2021-07-13,0.70330177
P015,2021-07-14,0.40367235
P015,2021-07-15,0.70082688
P015,2021-07-16,0.69690785
P015,2021-07-17,0.39591025
P015,2021-07-18,0.39244472
P015,2021-07-19,0.68537377
P015,2021-07-20,0.68160405
P015,2021-07-21,0.67787213
P015,2021-07-22,0.67417814
P015,2021-07-23,0.67052225
P015,2021-07-24,0.37201506
P015,2021-07-25,0.36867136
P015,2021-07-26,0.65978429
P015,2021-07-27,0.6562819
P015,2021-07-28,0.6528181
P015,2021-07-29,0.64939298
P015,2021-07-30,0.64600657
P015,2021-07-31,0.34898083
P015,2021-08-01,0.34890504
P015,2021-08-02,0.63922371
P015,2021-08-03,0.63599241
P015,2021-08-04,0.63279988
P015,2021-08-05,0.62964609
P015,2021-08-06,0.626531
P015,2021-08-07,0.32996136
P015,2021-08-08,0.3268662
P015,2021-08-09,0.61741734
P015,2021-08-10,0.61445638
P015,2021-08-11,0.61153372
P015,2021-08-12,0.60864925
P015,2021-08-13,0.60580282
P015,2021-08-14,0.30866468
P015,2021-08-15,0.30569212
P015,2021-08-16,0.60418495
P015,2021-08-17,0.60818379
P015,2021-08-18,0.61221982
P015,2021-08-19,0.61629286
P015,2021-08-20,0.62040267
P015,2021-08-21,0.32838367
P015,2021-08-22,0.33222455
P015,2021-08-23,0.63295045
P015,2021-08-24,0.63720497
P015,2021-08-25,0.64149501
P015,2021-08-26,0.64582027
P015,2021-08-27,0.65018046
P015,2021-08-28,0.3556129
P015,2021-08-29,0.35956688
P015,2021-08-30,0.66346742
P015,2021-08-31,0.6679641
P015,2021-09-01,0.66894318
P015,2021-09-02,0.67842529
P015,2021-09-03,0.68910806
P015,2021-09-04,0.40339919
P015,2021-09-05,0.41281312
P015,2021-09-06,0.72087937
P015,2021-09-07,0.7316883
P015,2021-09-08,0.74205947
P015,2021-09-09,0.75339724
P015,2021-09-10,0.76429638
P015,2021-09-11,0.46918014
P015,2021-09-12,0.47827876
P015,2021-09-13,0.79716701
P015,2021-09-14,0.80818007
P015,2021-09-15,0.81968868
P015,2021-09-16,0.82673671
P015,2021-09-17,0.8342793
P015,2021-09-18,0.52577743
P015,2021-09-19,0.53182312
P015,2021-09-20,0.85298445
P015,2021-09-21,0.85593616
P015,2021-09-22,0.86155229
P015,2021-09-23,0.86867071
P015,2021-09-24,0.87598045
P015,2021-09-25,0.55532478
P015,2021-09-26,0.56089304
P015,2021-09-27,0.89717403
P015,2021-09-28,0.90403045
P015,2021-09-29,0.9110908
P015,2021-09-30,0.91848305
P015,2021-10-01,0.92636012
P015,2021-10-02,0.59412295
P015,2021-10-03,0.60001917
P015,2021-10-04,0.94825087
P015,2021-10-05,0.95553375
P015,2021-10-06,0.96293871
P015,2021-10-07,0.97088443
P015,2021-10-08,0.97899743
P015,2021-10-09,0.63528708
P015,2021-10-10,0.64140133
P015,2021-10-11,1.0029453
P015,2021-10-12,1.01029637
P015,2021-10-13,1.0182684
P015,2021-10-14,1.02759834
P015,2021-10-15,1.03614926
P015,2021-10-16,0.68054882
P015,2021-10-17,0.68727179
P015,2021-10-18,1.06193815
P015,2021-10-19,1.07022661
P015,2021-10-20,1.07815231
P015,2021-10-21,1.08726693
P015,2021-10-22,1.09648554
P015,2021-10-23,0.72854338
P015,2021-10-24,0.73567324
P015,2021-10-25,1.12324841
P015,2021-10-26,1.13152172
P015,2021-10-27,1.1403316
P015,2021-10-28,1.14923159
P015,2021-10-29,1.15862055
P015,2021-10-30,0.77733351
P015,2021-10-31,0.78446827
P015,2021-11-01,0.79152004
P015,2021-11-02,1.19432907
P015,2021-11-03,1.20338524
P015,2021-11-04,1.21193193
P015,2021-11-05,1.22148805
P015,2021-11-06,0.82633904
P015,2021-11-07,0.83334259
P015,2021-11-08,1.24820175
P015,2021-11-09,1.25652994
P015,2021-11-10,1.26528226
P015,2021-11-11,0.86014083
P015,2021-11-12,1.28255978
P015,2021-11-13,0.87418627
P015,2021-11-14,0.8805514
P015,2021-11-15,1.30844623
P015,2021-11-16,1.31649837
P015,2021-11-17,1.32451339
P015,2021-11-18,1.33320151
P015,2021-11-19,1.34115793
P015,2021-11-20,0.91897554
P015,2021-11-21,0.92457313
P015,2021-11-22,1.36468283
P015,2021-11-23,1.3718905
P015,2021-11-24,1.37923523
P015,2021-11-25,1.38704605
P015,2021-11-26,1.39431684
P015,2021-11-27,0.95858378
P015,2021-11-28,0.96401654
P015,2021-11-29,1.41562685
P015,2021-11-30,1.42182828
P015,2021-12-01,1.42809428
P015,2021-12-02,1.4349828
P015,2021-12-03,1.44203596
P015,2021-12-04,0.99346144
P015,2021-12-05,0.99770772
P015,2021-12-06,1.45968653
P015,2021-12-07,1.46527996
P015,2021-12-08,1.4706333
P015,2021-12-09,1.47665547
P015,2021-12-10,1.48229418
P015,2021-12-11,1.02230981
P015,2021-12-12,1.02614356
P015,2021-12-13,1.49787271
P015,2021-12-14,1.50205533
P015,2021-12-15,1.50682289
P015,2021-12-16,1.5111883
P015,2021-12-17,1.51680116
P015,2021-12-18,1.04628946
P015,2021-12-19,1.04976008
P015,2021-12-20,1.52930107
P015,2021-12-21,1.53323461
P015,2021-12-22,1.53637225
P015,2021-12-23,1.54113587
P015,2021-12-24,1.54543034
P015,2021-12-25,1.0661945
P015,2021-12-26,1.06884226
P015,2021-12-27,1.55587858
P015,2021-12-28,1.55876551
P015,2021-12-29,1.56147941
P015,2021-12-30,1.5658216
P015,2021-12-31,1.5688075
P015,2022-01-01,1.08221971
P015,2022-01-02,1.08325219
P015,2022-01-03,1.57309322
